,SMILES,measurement_type,measurement_value,Kinase_name
3932,CN(c1cc2cn[nH]c2cn1)C1CCN(c2ncnc3[nH]ccc23)C1,pIC50,10.26,JAK2
2656,CCOC(=O)c1c[nH]c2ncnc(-c3ccc4c(F)n(C)nc4c3)c12,pIC50,8.09,JAK1
9471,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCC(Nc2ccccc2F)CC1,pIC50,9.7,JAK1
455,CC(C)(C)NS(=O)(=O)c1ccc(-c2cc3c(N)ncc(C(=O)NCCN4CCOCC4)c3s2)cc1,pIC50,6.75,JAK1
922,CC(C)CN1CC2CN(C(=O)Cn3cc(NC(=O)c4cnn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2C1,pKi,9.09,JAK1
7272,OCC1(NCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)CC1,pIC50,7.27,JAK2
1347,CC(Nc1cc(-c2c(N)nn3cccnc23)ncn1)c1ccccc1,pIC50,7.77,JAK1
7316,N#CCNCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.43,TYK2
2303,CCCS(=O)(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.46,JAK3
7190,FC1(F)CCN(CC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)C1,pIC50,6.28,JAK3
10062,NS(=O)(=O)c1cccc(Nc2ncc3ccn(-c4ccccc4)c3n2)c1,pKi,7.8,TYK2
3459,CN(CCCc1ccccc1)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.65,JAK1
6210,CNc1ncc2cc(-c3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)ccc2n1,pIC50,6.81,JAK3
9915,N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(S(=O)(=O)c2ccco2)CC1,pIC50,8.7,JAK2
1050,CC(=O)NC1CCc2ccc(Oc3cnc4[nH]cc(C(=O)NC(C)C)c4n3)cc21,pIC50,6.85,JAK1
7465,c1cc(CCNC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)ccn1,pIC50,6.47,TYK2
6254,Cc1ccc(CNCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)o1,pIC50,7.8,JAK2
7613,O=C1Nc2cnc(-c3cccnc3)cc2C1=Cc1ccc[nH]1,pIC50,7.52,JAK1
4151,CN1CCCC1C(=O)N1CCC(n2nnc3cnc4[nH]ccc4c32)CC1,pKi,6.92,JAK1
8280,Clc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,pIC50,7.82,JAK2
3284,CN(C)Cc1ccc(-c2nc(-c3cc(Cl)ccc3OC(F)F)c(NC(=O)c3cnn4cccnc34)s2)cc1,pKi,9.25,JAK1
4074,CN1CCC(COC(=O)N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)CC2)CC1,pIC50,7.96,JAK1
3842,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCCC(O)(COc3cccc(F)c3)C2)CC1,pIC50,7.83,JAK1
9589,N#CC1CN(C(=O)OCCCc2ccccc2)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,pIC50,6.0,JAK2
9372,Clc1cnc2nc1NCc1cccc(c1)OCCc1cccc(c1)N2,pIC50,8.04,JAK1
6864,N#CCNCC1CCC(N2CN(C3CC3)C(=O)c3cnc4[nH]ccc4c32)CC1,pIC50,7.77,JAK2
4413,CN1CCN(c2ccc(Nc3nccc(-c4cc5c(o4)CCN(S(C)(=O)=O)C5)n3)cc2)CC1,pIC50,6.69,JAK3
7061,FC(F)(F)C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.39,TYK2
8406,O=S(=O)(c1ccc(NCC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1)C(F)(F)F,pIC50,6.34,TYK2
3944,CN(c1ccc(S(=O)(=O)C(F)(F)F)cc1)C1CCN(c2ncnc3[nH]ccc23)C1,pIC50,10.26,JAK1
9166,FC1(F)Oc2ccc(CN3CCC(c4nnn5cnc6[nH]ccc6c45)CC3)cc2O1,pIC50,7.1,JAK3
4438,CN1CCN(c2ccc3c(c2)[nH]c2c(C(N)=O)cc(-c4ccc(CN5CCOCC5)c(Cl)c4)cc23)CC1,pIC50,6.62,JAK1
9135,Clc1cc(-c2c[nH]c3ncccc23)nc(NC2CCOCC2)n1,pKi,7.0,JAK3
7090,N#CCNC(=O)CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.52,JAK2
7434,c1cc2c(ncn3nnc(C4CCC(NC5CC5)CC4)c23)[nH]1,pIC50,7.85,JAK1
369,CC(C)(O)C(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1,pIC50,6.63,JAK2
6380,Cc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1-c1cc2c(o1)CCN(S(C)(=O)=O)C2,pIC50,9.15,JAK1
100,[C-]#[N+]C1CCCCC1n1cc(C(N)=O)c(Nc2ccc(C(C)=NOC)cc2)n1,pIC50,8.7,JAK2
1143,CC(NC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1)C1CC1,pIC50,7.07,JAK2
794,CC(C)(CO)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,pIC50,8.7,JAK1
9082,c1csc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)c1,pIC50,8.0,JAK2
9483,O=c1[nH]ccc2c3[nH]c(-c4ccccc4Cl)nc3c3ccc(F)cc3c12,pIC50,8.15,TYK2
2669,CCOC(=O)c1c[nH]c2ncnc(-c3cccc(C)c3)c12,pIC50,6.84,JAK2
8659,N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,pIC50,7.89,JAK2
7197,FC1CCN(CC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)C1,pIC50,6.6,TYK2
7298,O=C1SCCC1NCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,8.18,JAK2
3065,COc1cccc(-c2cccn3nc(Nc4ccc(C5CCN(CC(=O)N(C)C)CC5)cc4)nc23)c1,pIC50,6.74,JAK3
2442,CCN1CN(C2CCC(CN(C)CC#N)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,6.15,TYK2
3792,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(c3ccccc3F)C2)CC1,pIC50,8.26,JAK3
8518,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(Cc2cc(F)ccn2)CC1,pIC50,9.22,JAK1
5304,CS(=O)(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,pIC50,8.52,JAK2
5874,Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,pKi,8.4,JAK2
6720,N#CCC(=O)N1CCCC12CCN(c1c(Cl)cnc3[nH]ncc13)C2,pIC50,6.48,JAK1
1598,CC1(O)CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.41,JAK1
8804,N#CC1CCNCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,pIC50,7.89,JAK1
5034,COc1ccc(CNc2cc(-c3c[nH]c4ncccc34)cc(F)n2)cc1,pKi,6.6,JAK3
5658,CS(=O)(=O)c1cccc(-c2cccn3nc(Nc4cccc(N5CCOCC5)c4)nc23)c1,pIC50,6.74,JAK3
2777,CCOc1ccc(Cl)cc1-c1nn(C2CCCCC2O)cc1NC(=O)c1cnn2cccnc12,pKi,6.68,JAK3
721,CC(C)(C)c1nc2c3cc[nH]c(=O)c3c3cc(F)ccc3c2[nH]1,pKi,8.6,JAK2
9603,c1ccc(CCNC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,pIC50,6.74,TYK2
854,CC(C)(O)c1cn(CC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)nn1,pIC50,8.13,JAK1
6835,S=c1[nH]c(C2CCCCC2)c2c3cc[nH]c3ncn12,pIC50,7.7,JAK1
9929,N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CN(C(=O)Nc2ccc(F)cc2F)C1,pIC50,7.1,JAK2
23,C=CC(=O)Nc1cccc(CNc2nc(Nc3cc(F)c(OCCN4CCOCC4)c(F)c3)ncc2Cl)c1,pIC50,8.21,JAK3
7062,FC(F)C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.7,JAK2
6993,FC1CNCCC1n1nnc2cnc3[nH]ccc3c21,pKi,7.24,JAK2
5249,COc1cnc(-c2cccn3nc(Nc4ccc(C5CCNCC5)cc4)nc23)cn1,pIC50,6.41,JAK3
1567,CC1(O)CCCC1Nc1c(C(N)=O)cnn2cccc12,pIC50,6.82,TYK2
10339,N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(C(=O)OCC(F)F)CC1F,pIC50,10.0,JAK2
8465,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCC(Nc2ccc(Cl)cc2)CC1,pIC50,7.7,JAK2
8430,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)F)cc3)n2)CCC(N2CC(F)C2)CC1,pIC50,10.1,JAK1
4425,C=CC(=O)Nc1cccc(CNc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)ncc2Cl)c1,pIC50,9.05,JAK1
7406,O=S(=O)(CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1)NCC(F)(F)F,pIC50,7.82,JAK2
1168,CC(CC#N)(C1CC1)n1cc(C(N)=O)c(Nc2ccccc2)n1,pIC50,6.71,JAK1
1201,COCC(C)N(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,pIC50,7.57,JAK2
1947,CC1CCN(C(=O)CC#N)CC1n1c(=O)n(C)c2cnc3[nH]ccc3c21,pIC50,8.3,JAK1
10500,O=C(Nc1cn(CC(=O)N2CC3CN(C(=O)OCCCO)CC3C2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,pKi,9.03,JAK2
2284,CCCOC(=O)c1c[nH]c2ncnc(-c3ccc4cn(C)nc4c3)c12,pIC50,8.05,JAK1
5374,CS(=O)(=O)N1CCCC(Nc2nc(N3CCC(CC(N)=O)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,11.58,JAK1
3331,CN(C)c1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,pIC50,10.25,JAK3
660,CC(C)(C)OC(=O)N1CCC(n2cc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)cn2)CC1,pIC50,9.3,JAK2
2065,CCC(=O)N1CC2CC(Nc3c(C(N)=O)cnn4cc(-c5ccc(F)nc5)cc34)C(C)C2C1,pIC50,8.85,JAK1
10285,N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NCC(F)(F)F)CC1,pIC50,6.1,JAK2
6398,Cc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1-c1ccc(C(=O)NCC#N)cc1,pIC50,7.07,JAK3
7706,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(C(F)(F)F)ccc1Cl,pIC50,8.1,JAK2
2575,CCOC(=O)c1c[nH]c2ncnc(-c3cc4ccccc4o3)c12,pIC50,7.21,JAK2
8528,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(Cc2ccon2)CC1,pIC50,8.7,JAK1
2392,CCN(CCC(F)(F)F)C(=O)C1CCCN(c2cc(-c3c(N)nn4cccnc34)ncn2)C1,pIC50,6.7,JAK1
6538,Cn1cc(C(=O)N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccnc(F)c4)n3)CC2)cn1,pIC50,7.2,JAK2
14,C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,pIC50,7.98,JAK3
5210,COc1cccc(-c2cccn3nc(Nc4ccc(C5CCNCC5)cc4)nc23)c1,pIC50,8.12,JAK2
5137,COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CCS(C)(=O)=O)CC4)nc12,pIC50,7.89,JAK2
6468,Cc1nc2cnc3[nH]ccc3c2n1C1CCN(CCC#N)CC1,pKi,9.05,JAK1
2720,CCOC(=O)c1c[nH]c2ncnc(-c3cccc(NC(=O)C=CCOC)c3)c12,pIC50,8.68,JAK3
6929,O=C1NCN(C2CCC(CNCC(F)(F)Br)CC2)c2c1cnc1[nH]ccc21,pIC50,9.06,JAK1
2460,CCN1CN(C2CCC(CNS(C)(=O)=O)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,7.82,JAK2
9090,N#Cc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)s1,pIC50,8.4,JAK2
10199,NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,pKi,6.0,JAK3
3874,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCCC(F)C2)CC1,pIC50,7.58,JAK2
8390,Fc1ccc(NC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1,pIC50,6.89,TYK2
3824,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(Cc3ncccn3)CC2)CC1,pIC50,8.22,JAK1
1370,CC(O)c1nc2cnc3[nH]ccc3c2n1C1CCC(CC#N)CC1,pKi,8.23,JAK3
3709,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CC(c3nnn[nH]3)C2)CC1,pIC50,8.0,JAK2
715,CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1,pKi,8.6,JAK2
5572,CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4ccc(N5CCCCC5)cc4)nc23)cc1,pIC50,7.57,JAK1
3351,CN(C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1)C1CCOC1,pKi,9.08,JAK2
1051,CC(=O)NC1CCc2ccc(Oc3cnc4[nH]cc(C(=O)NC(C)C)c4n3)cc21,pIC50,6.85,JAK3
3630,CN(c1ncnc2[nH]ccc12)C1CC2CCN(C(=O)Nc3nncs3)CC2C1,pIC50,7.64,JAK2
931,CC(C)CNC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,pKi,6.0,JAK3
3321,CN(C)C(=O)CN1CCC(c2ccc(Nc3nc4c(-c5cccc(N(C)C)c5)cccn4n3)cc2)CC1,pIC50,7.05,JAK3
984,CC(C)CS(=O)(=O)N1CCCC(Nc2nc(N(C)C)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,11.61,JAK3
9649,c1ccc(CN2CCC(n3cnc4cnc5[nH]ccc5c43)CC2)cc1,pKi,8.36,JAK2
4906,[C-]#[N+]C1CCCCC1n1cc(C(N)=O)c(Nc2ccc(C=NOC)cc2)n1,pIC50,9.35,JAK1
8184,Fc1ccc(C2(NCC3CCC(c4nnn5cnc6[nH]ccc6c45)CC3)COC2)cc1,pIC50,8.89,JAK1
8787,N#CC1CCN(Cc2cc(F)ccn2)CC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,pIC50,7.33,JAK2
1384,CC(Nc1nc(Nc2cn(C)cn2)c2ccn(C)c2n1)c1ncc(F)cn1,pIC50,7.62,JAK1
5833,Cc1cc(Nc2nc(NC(C)c3ncc(F)cc3F)c(F)c(N3CCOCC3)n2)[nH]n1,pIC50,8.1,JAK1
10,C=C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.15,JAK3
7541,Clc1cnccc1CN1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.47,JAK2
4804,COC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.11,JAK3
6319,Cc1cccc(C)c1-n1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n2c3ccccc3nc12,pIC50,6.82,JAK1
9881,N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(Cc2c(F)cccc2F)CC1,pIC50,7.89,JAK2
5142,COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCNC4)nc12,pIC50,6.17,JAK3
10460,O=C(Nc1c[nH]nc1-n1cc(Cl)ccc1=O)c1cnn2cccnc12,pKi,6.96,JAK2
2137,CCC1CC(NS(=O)(=O)C2CC2)CC1c1ncc2cnc3[nH]ccc3n12,pKi,9.9,JAK2
6775,N#CCC(=O)N1CCCCC12CCN(c1ncnc3[nH]ccc13)C2,pIC50,7.32,JAK1
9400,Clc1cnc2nc1NCc1cccc(c1)OCCOc1cccc(c1)N2,pIC50,8.19,JAK3
1677,CC1(CNC2CCC(n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)C(C#N)C2)COC1,pIC50,9.4,JAK1
1644,CC1(C)CN(C(=O)CC#N)C12CCN(c1ncnc3[nH]ccc13)C2,pIC50,6.82,JAK3
3857,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCCC(CN3CCCC3)C2)CC1,pIC50,7.83,JAK1
5869,Cc1cc(C)cc(NC(=O)N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)C2)c1,pIC50,6.49,JAK2
7323,FC(F)(F)C(F)(F)CNCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,8.41,JAK1
4871,COCCNc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,pIC50,10.12,JAK2
9696,N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)NCc3ccccc3)cc2)n1,pIC50,9.7,JAK1
2841,CCS(=O)(=O)c1ccc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)cc1,pIC50,9.46,JAK1
180,CC(=O)NC1CCN(CC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)C1,pIC50,6.21,TYK2
8999,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(OC4CCC4)nc3)n2)CCN(C(=O)OCC(F)F)CC1,pIC50,9.7,JAK1
5158,COc1ccc(-c2cccn3nc(Nc4ccc(N5CCOCC5)cc4)nc23)cn1,pIC50,7.87,JAK2
10326,N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(Cc2cncc(F)c2)CC1,pIC50,9.7,JAK1
5153,COc1ccc(N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)CC2)cn1,pIC50,8.05,JAK2
4324,CN1CCN(c2ccc(Nc3nc4c(Nc5ccccc5S(C)(=O)=O)cccn4n3)cc2)CC1,pIC50,6.8,JAK1
4047,CN1CC=CCCOc2cccc(c2)-c2ccnc(n2)Nc2ccc(OCCN3CCCCC3)c(c2)C1,pIC50,7.21,JAK2
7622,O=C1C=C(NC(=O)c2c(Cl)cccc2Cl)CC=N1,pKi,6.62,TYK2
9683,N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCC(NCc2ccccc2)CC1,pIC50,8.0,JAK2
1182,CC(C#N)CN(C)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.6,JAK1
2910,CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4cc(Cc5ccc6c(n5)NCC=C6)cnc4[nH]3)n[nH]c2c1,pIC50,7.96,JAK1
7746,Fc1ccc(CN2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)cc1F,pIC50,6.77,JAK3
477,CC(C)(C)OC(=O)C1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,pIC50,7.04,JAK2
5763,Cc1c(CN2CCC(n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)C(C#N)C2)cnn1C,pIC50,8.0,JAK1
384,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCCC(OC(=O)C(C)(C)C)C2)CC1,pIC50,10.64,JAK1
5683,CSc1ccc(C(O)(CNC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)C(F)(F)F)cc1,pIC50,8.77,JAK1
5092,COc1ccc(-c2nc(Nc3cccc(NC(=O)CN)c3)nc3nc[nH]c23)cc1OC,pIC50,6.48,JAK2
6066,Cc1ccc(NC(=O)N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)C2)c(C)c1,pIC50,7.64,JAK1
836,COC(C)(C)c1ccc(Nc2nn(C3CCC(O)CC3C#N)cc2C(N)=O)cc1,pIC50,9.35,JAK1
1169,CC(CC#N)n1cc(C(N)=O)c(Nc2ccc(C(=O)N3CCS(=O)(=O)CC3)cc2)n1,pIC50,7.35,JAK2
5156,COc1ccc(-c2cc3c(NC4CN(S(C)(=O)=O)CC4OC)c(C(N)=O)cnn3c2)cn1,pIC50,8.05,JAK3
714,CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1,pIC50,9.0,JAK2
7194,N#CC1CCN(CC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)C1,pIC50,6.43,JAK3
9505,O=C(Nc1ccnn1-c1ccccc1Cl)c1cnn2cccnc12,pKi,7.01,TYK2
6551,C=CC(=O)Nc1cccc(CN(C)c2nc(Nc3cnn(C)c3)ncc2Cl)c1,pIC50,9.15,JAK3
7932,C1=CCOCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccc(s2)COC1,pIC50,6.19,JAK3
8010,O=C(Nc1ccncc1-c1cccc(F)c1)c1cnn2cccnc12,pKi,6.85,TYK2
3881,COC1CCCN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)C1,pIC50,8.77,JAK1
6903,N#CCN1CN(C2CCC(CNCC(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,7.39,JAK3
7486,c1cc2c(ncn3nnc(C4CCCCCC4)c23)[nH]1,pIC50,7.89,JAK2
5314,CS(=O)(=O)N1CCC(n2c(=O)[nH]c3cnc4[nH]ccc4c32)CC1,pIC50,6.15,JAK3
6143,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1CCc2nc(Nc3ccc(C(=O)N4CCN(C)CC4)cc3)ncc2C1,pIC50,8.7,JAK2
9123,OC1CCC(N=c2nc(Cl)cc(-c3c[nH]c4ncccc34)[nH]2)CC1,pKi,6.7,JAK2
6890,O=C1c2cnc3[nH]ccc3c2N(C2CCC(CNCC(F)(F)F)CC2)CN1CC1CCCO1,pIC50,7.0,TYK2
8176,Fc1ccc(C2(NCC3CCC(c4nnn5cnc6[nH]ccc6c45)CC3)CCC2)cc1,pIC50,8.47,JAK1
7596,O=C1Nc2ccc(-c3cccnc3)nc2C1=Cc1ccc[nH]1,pIC50,6.63,JAK1
3294,CN(C)S(=O)(=O)CCNC1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1,pIC50,7.89,JAK2
9504,O=C(Nc1ccnn1-c1ccccc1Cl)c1cnn2cccnc12,pKi,7.82,JAK1
9405,Clc1cnc2nc1NCCc1cccc(c1)OCc1cccc(c1)N2,pIC50,6.48,JAK2
8209,N#CC1CC(NC2COC2)CCC1n1cc(C(N)=O)c(Nc2ccc(CC(F)(F)F)cc2)n1,pIC50,8.52,JAK2
2595,C=C(C)C(=O)Nc1cc(-c2ncnc3[nH]cc(C(=O)OCC)c23)ccc1C(=O)N(C)C,pIC50,8.82,JAK3
1152,CC(NC1CCC(n2cc(C(N)=O)c(Nc3ccc(OC(F)F)nc3)n2)C(C#N)C1)C1CC1,pIC50,8.3,JAK1
5849,Cc1cc(Nc2nc(OC(C)c3ccc(F)cn3)c(F)c(N3CCOCC3)n2)[nH]n1,pIC50,7.06,JAK3
2724,CCOC(=O)c1c[nH]c2ncnc(-c3cccc(NC(=O)C=Cc4ccccn4)c3)c12,pIC50,8.18,JAK1
1437,CC1(N)CCC(Nc2c(C(N)=O)cnn3cc(-c4ccc(N5CCCC5)nc4)cc23)C1(C)C,pIC50,8.02,JAK1
8858,O=C1CCC(C(=O)Nc2ccc(-c3ccnc(Nc4ccc(N5CCOCC5)cc4)n3)cc2)N1,pIC50,7.21,JAK3
3950,CN(c1ccc(C(=O)NCC(O)c2ccccc2)cc1F)C1CCN(c2ncnc3[nH]ccc23)C1,pIC50,10.26,JAK2
1725,CNC(=O)c1ccc(-c2cc3c(NC4CC5CN(C(=O)C(C)(C)O)CC5C4C)c(C(N)=O)cnn3c2)cn1,pIC50,9.4,JAK1
6742,O=c1[nH]ccc2c(NC3CCCCC3)ncnc12,pKi,6.84,JAK2
10696,N=C(N)CCCn1cc(NC(=O)c2cnn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1,pKi,9.49,JAK2
5863,COCCOC1CCC(n2nc(-c3ccc(Nc4nc5cc(C)cc(C)c5o4)cc3)c3c(N)ncnc32)CC1,pKi,7.4,JAK2
8454,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)F)cc3)n2)CCC(NCC(F)F)CC1,pIC50,10.4,JAK1
3168,CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)nc3)n2)C(C#N)C1,pIC50,8.1,JAK1
3135,COc1ncc(Cl)cc1-c1nn(CC(=O)N(C)C)cc1NC(=O)c1cnn2cccnc12,pKi,6.11,JAK3
2447,CCN1CN(C2CCC(CN(C)S(C)(=O)=O)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,7.74,JAK3
9228,N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc3c(c2)CCC(=O)N3)n1,pIC50,8.1,JAK2
3177,CN(C)C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.1,TYK2
10668,N#Cc1ccc(N2CCN(C(=O)Cn3cc(NC(=O)c4cnn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2)cc1,pKi,9.12,JAK2
5157,COc1ccc(-c2ccc3cnc(Nc4ccc(C5CCN(CC(N)=O)CC5)cc4)nn23)cn1,pIC50,9.11,JAK2
9714,N#CC1CCN(C(=O)OCc2ccccc2)CC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,pIC50,8.7,JAK1
1906,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12,pKi,9.17,JAK1
5099,COc1ccc(Cl)cc1-c1nn(CC(O)(C(F)(F)F)C(F)(F)F)cc1NC(=O)c1cnn2cccnc12,pKi,8.82,JAK1
10114,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1Nc1ccc(OCCn2ccnc2)cc1,pIC50,6.56,JAK1
5586,CS(=O)(=O)c1ccc(Nc2nc3c(-c4ccc(S(C)(=O)=O)cc4)cccn3n2)cc1,pIC50,7.09,JAK3
9668,O=C(Nc1cn(CC(=O)N2CCN(Cc3ccccc3)CC2)nc1-c1cc(Cl)ccc1OC(F)F)c1cnn2cccnc12,pKi,9.22,JAK2
