,SMILES,measurement_type,measurement_value,Kinase_name
2826,CCS(=O)(=O)N1CCCC(Nc2nc(C)ccc2-c2cnc3[nH]ccc3n2)C1,pKi,10.59,JAK3
2828,CCS(=O)(=O)N1CCN(CC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)CC1,pIC50,7.6,JAK1
2830,CCS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1,pIC50,7.92,JAK1
2833,CCS(=O)(=O)N1CCN(c2ccc3cc2COCC=CCOCc2cccc(c2)-c2ccnc(n2)N3)CC1,pIC50,6.85,JAK2
2844,CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,pIC50,7.03,JAK1
2845,CCS(=O)(=O)c1cccc(-c2cc(C(=O)NC3CCN(C)CC3)c(C)c3[nH]c4ncc(C)cc4c23)c1,pIC50,7.27,TYK2
2863,CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(C(=O)c3cc(C#N)ccn3)CC4)n[nH]c2c1,pIC50,8.72,JAK3
2872,CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(Cc3ccccc3)CC4)n[nH]c2c1,pIC50,9.1,JAK1
2873,CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(Cc3ccccc3)CC4)n[nH]c2c1,pIC50,8.85,JAK3
2874,CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(C(=O)c3ccc(Cl)cn3)C4)n[nH]c2c1,pIC50,9.0,JAK1
2876,CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(C(=O)c3ccc(C#N)nc3)C4)n[nH]c2c1,pIC50,9.15,JAK1
2879,CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(C(=O)c3ccsn3)C4)n[nH]c2c1,pIC50,9.3,JAK3
2883,CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(C(=O)c3cnc(N5CCCCC5)cn3)C4)n[nH]c2c1,pIC50,9.3,JAK3
2885,CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4c([nH]3)CCN(Cc3cnc5ccccc5c3)C4)n[nH]c2c1,pIC50,8.92,JAK3
2907,CCc1cc(O)c(F)cc1-c1ccc2c(-c3nc4cc(C(=O)c5ccc(Oc6ccccc6F)cc5OCC(C)NN)cnc4[nH]3)n[nH]c2c1,pIC50,8.44,JAK3
2912,CCc1cc(Nc2nccc3nc(-c4c(Cl)cc(C(N)=O)cc4Cl)sc23)ncn1,pKi,8.8,JAK2
2921,CCc1cccc(NC(=O)N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)C2)c1,pIC50,6.84,JAK2
2924,CCc1cccc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1,pIC50,6.33,JAK3
2929,CCc1nsc(OC(=O)N2CC3CC(N(C)c4ncnc5[nH]ccc45)CC3C2)n1,pIC50,7.51,JAK2
2931,CCc1nc(NC2CCCC2C#N)c2cc[nH]c(=O)c2n1,pKi,9.0,JAK2
2936,CCn1c(C)c(-c2ccnc(Nc3cccc(OC)c3)n2)sc1=O,pKi,6.3,TYK2
2937,CCn1c(C)c(-c2ccnc(Nc3cccc(OC)c3)n2)sc1=O,pKi,6.3,JAK3
2942,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(NC(=O)NCCOC)nc21,pIC50,7.92,JAK2
2947,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(NC)nc21,pIC50,7.19,JAK1
2949,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(NC)nc21,pIC50,6.72,JAK3
2959,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc21,pIC50,7.14,JAK3
2960,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)nn3C)nc21,pIC50,6.64,JAK2
2963,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3nc(C)c(C(=O)N4CCS(=O)(=O)CC4)s3)nc21,pIC50,7.51,JAK1
2966,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3nc(C)c(C(=O)NC)s3)nc21,pIC50,7.72,JAK1
2971,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3nc(C)c(C)s3)nc21,pIC50,8.6,JAK2
2981,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3nc(C)cs3)nc21,pIC50,7.64,JAK3
2982,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3ncc(C)s3)nc21,pIC50,8.68,JAK2
2984,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3ncc(C)s3)nc21,pIC50,7.34,TYK2
2985,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3ncc(C)s3)nc21,pIC50,7.11,JAK3
2987,CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3nccs3)nc21,pIC50,7.4,JAK1
2992,CCn1cc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)ccn2)cn1,pKi,7.72,TYK2
2997,CCn1cc(Nc2nc3c(-c4ccc(S(C)(=O)=O)cc4)cccn3n2)cn1,pIC50,7.0,JAK1
2998,CCn1cc(Nc2nc3c(-c4ccc(S(C)(=O)=O)cc4)cccn3n2)cn1,pIC50,7.0,JAK3
3002,CCn1cc(-c2cn3ncc(C(N)=O)c(NC4CN(C(=O)C5(C#N)CC5)CC4C)c3n2)cn1,pIC50,8.82,JAK3
3015,CCn1ccnc1CN1CCC(C#N)C(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C1,pIC50,8.7,JAK1
3017,CCn1ccnc1CN1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1,pIC50,7.52,JAK1
3019,CN(C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1)C1(CO)CC1,pKi,9.54,JAK1
3023,CN(C)C(=O)C(C#N)=Cc1ccc(-c2nc3cnc4[nH]ccc4c3n2C2CCCCC2)o1,pIC50,9.9,JAK3
3026,CN(C)C(=O)C1CCCN1CC1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.55,JAK2
3030,CN(C)C(=O)C=Cc1ccc(-c2nc3cnc4[nH]ccc4c3n2C2CCCCC2)o1,pIC50,7.11,TYK2
3046,CN(C)C(=O)CN1CCC(c2ccc(Nc3nc4c(-c5ccc(C#N)cc5)cccn4n3)cc2)CC1,pIC50,6.84,JAK1
3061,CN(C)C(=O)CN1CCC(c2ccc(Nc3nc4c(-c5ccc[nH]c5=O)cccn4n3)cc2)CC1,pIC50,6.46,JAK1
3071,COc1cccc(-c2cccn3nc(Nc4ccc(C5CCN(CC(=O)N(C)C)CC5)cc4)nc23)c1OC,pIC50,6.91,JAK3
3086,CN(C)C(=O)CN1CCN(CC2CCN(C(=O)Cn3cc(NC(=O)c4cnn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2)CC1,pKi,9.38,JAK1
3087,COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)C4)nc12,pIC50,7.38,JAK2
3088,COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)C4)nc12,pIC50,6.27,JAK1
3108,COc1cc(F)ccc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,pIC50,6.53,JAK1
3110,CN(C)C(=O)CN1CCc2ccc(Nc3nc4c(-c5cccc6c5OC(F)(F)O6)cccn4n3)cc2CC1,pIC50,7.52,JAK2
3115,COc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,pIC50,6.76,JAK3
3116,CN(C)C(=O)CN1CCc2ccc(Nc3nc4c(-c5ccccc5OCC(F)F)cccn4n3)cc2CC1,pIC50,6.71,JAK2
3118,COc1ccc(C(F)(F)F)cc1-c1cccc2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nn12,pIC50,6.47,JAK1
3120,COCc1ccccc1-c1cccc2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nn12,pIC50,7.32,JAK2
3125,CN(C)C(=O)CN1CN(C2CCC(CNCC(F)(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,7.1,TYK2
3126,CN(C)C(=O)CN1CN(C2CCC(CNCC(F)(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,8.31,JAK3
3134,COc1ncc(Cl)cc1-c1nn(CC(=O)N(C)C)cc1NC(=O)c1cnn2cccnc12,pKi,7.85,TYK2
3148,CN(C)C(=O)c1ccc(Nc2nc3cccc(-c4ccc(C(=O)N5CCOCC5)cc4)c3o2)cc1,pIC50,6.14,TYK2
3150,CN(C)C(=O)c1ccc2c(c1)C(=Cc1ccc[nH]1)C(=O)N2,pIC50,6.68,JAK1
3152,CN(C)C(=S)SSC(=S)N(C)C,pIC50,6.65,JAK2
3159,CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,pIC50,7.57,JAK2
3160,CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,pIC50,9.0,JAK1
3162,CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(OC(F)(F)F)cc3)n2)C(C#N)C1,pIC50,9.12,JAK1
3164,CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(OC(F)F)cc3)n2)C(C#N)C1,pIC50,9.4,JAK1
3166,CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1,pIC50,9.7,JAK1
3171,CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccccc3)n2)C(C#N)C1,pIC50,7.49,JAK2
3178,CN(C)C1CCCN(c2ccc(C(F)(F)F)cc2NC(=O)c2cc(C#Cc3cnc(N)nc3)ccc2F)C1,pIC50,6.26,JAK2
3182,CN(C)C1CCN(C(=O)Cn2cc(NC(=O)c3c(N)nn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)C1,pKi,9.19,JAK1
3185,CN(C)C1CCN(C(=O)c2ccc3[nH]c4c(C(N)=O)cc(-c5ccc(Cl)c(Cl)c5)cc4c3c2)C1,pIC50,8.51,JAK2
3189,COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCC(N(C)C)C5)ccc4c3c2)c1,pIC50,8.46,JAK2
3192,COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCC(N(C)C)C5)ccc4c3c2)c1,pIC50,6.65,JAK3
3194,CN(C)C1CCN(CC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)C1,pIC50,7.68,JAK1
3201,CN(C)C1CCN(C(=O)C2CCN(c3nc(-c4cc(Cl)ccc4OC(F)F)c(NC(=O)c4cnn5cccnc45)s3)CC2)CC1,pKi,9.05,JAK1
3220,CN(C)C1CN(C(=O)Cn2cc(NC(=O)c3c(N)nn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)C1,pKi,9.59,JAK2
3222,CN(C)C1CN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)C1,pKi,9.08,JAK2
3224,CN(C)C1CN(CC2CCC(c3nnn4cnc5[nH]ccc5c34)CC2)C1,pIC50,6.14,JAK2
3231,CN(C)CC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,pIC50,7.89,JAK1
3239,CN(C)CC1(c2ccccc2)CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.37,JAK1
3243,CN(C)CC1CCC(N2CNC(=O)c3cnc4[nH]ccc4c32)CC1,pIC50,7.96,JAK1
3249,CN(C)CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.14,JAK3
3253,CN(C)CC1CCCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)C1,pKi,8.97,JAK1
3254,CN(C)CC1CCCN1C(=O)Cn1cc(NC(=O)c2c(N)nn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1,pKi,8.86,JAK2
3259,CN(C)CC1CCN(c2nc(-c3cc(Cl)ccc3OC(F)F)c(NC(=O)c3cnn4cccnc34)s2)CC1,pKi,8.57,JAK1
3261,CN(C)CCC(=O)c1ccc2ccccc2c1,pIC50,6.2,JAK3
3262,CN(C)CCC1CCN(c2nc(-c3cc(Cl)ccc3OC(F)F)c(NC(=O)c3cnn4cccnc34)s2)CC1,pKi,8.53,JAK2
3272,CN(C)CCNc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,pIC50,10.49,JAK3
3273,CN(C)CCNc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,pKi,10.79,JAK3
3274,CN(C)CCOC(=O)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.94,JAK2
3277,CN(C)CCOC(=O)N1CCC(C#N)C(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C1,pIC50,8.05,JAK1
3279,CN(C)CCOC1CCN(C(=O)Cn2cc(NC(=O)c3c(N)nn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.28,JAK1
3283,CN(C)Cc1ccc(-c2nc(-c3cc(Cl)ccc3OC(F)F)c(NC(=O)c3cnn4cccnc34)s2)cc1,pKi,9.4,JAK2
3289,CN(C)S(=O)(=O)CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.77,TYK2
3295,CN(C)S(=O)(=O)CCNC1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1,pIC50,9.0,JAK1
3303,CN(C)S(=O)(=O)c1ccc2c(c1)CCN2CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.66,JAK1
3305,CN(C)c1ccc(C(F)(F)F)c(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c1,pIC50,6.37,JAK1
3318,CN(C)c1cccc(Nc2nc(N)n(C(=O)c3c(F)cccc3F)n2)c1,pIC50,7.15,TYK2
3332,CN(C)c1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(C)(=O)=O)C2)n1,pKi,10.55,JAK3
3341,CN(C(=O)CC#N)C1CCN(c2ncnc3[nH]ccc23)C1,pIC50,10.26,JAK2
3349,CN(C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1)C1(C#N)CC1,pKi,9.13,JAK2
3353,CN(C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1)C1COC1,pKi,9.14,JAK2
3356,CN(CC#N)C(=O)N1CCCC12CCN(c1ncnc3[nH]ccc13)C2,pIC50,6.62,JAK3
3374,CN(CC(F)(F)F)C1CCN(c2nc(-c3cc(Cl)ccc3OC(F)F)c(NC(=O)c3cnn4cccnc34)s2)CC1,pKi,8.57,JAK1
3378,CN(CC(F)(F)c1ccccc1)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.21,JAK1
3382,CN(CC1(CC#N)CC1)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.47,JAK1
3384,CN(CC1(C#N)CCCCC1)C1CCN(C(=O)C2CCN(c3nc(-c4cc(Cl)ccc4OC(F)F)c(NC(=O)c4cnn5cccnc45)s3)CC2)CC1,pKi,8.7,JAK1
3392,CN(CC1=CC(=O)OC1)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.48,JAK1
3395,COC(=O)CN1CC2C(C1)C2CN(C)c1ncnc2[nH]ccc12,pIC50,7.22,JAK2
3401,CN(CC1CCC(=O)O1)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.15,JAK1
3402,CN(CC1CCC(N2CN(C3CC3)C(=O)c3cnc4[nH]ccc4c32)CC1)S(C)(=O)=O,pIC50,8.17,JAK2
3404,CN(CC1CCC(N2CN(C3CC3)C(=O)c3cnc4[nH]ccc4c32)CC1)S(C)(=O)=O,pIC50,6.59,TYK2
3415,COCN1CN(C2CCC(CN(C)CC(F)(F)F)CC2)c2c(cnc3[nH]ccc23)C1=O,pIC50,8.49,JAK1
3419,CN(CC1CCC(N2CNC(=O)c3cnc4[nH]ccc4c32)CC1)CC(F)(F)F,pIC50,8.85,JAK1
3420,CN(CC1CCC(N2CNC(=O)c3cnc4[nH]ccc4c32)CC1)CC(F)(F)F,pIC50,7.54,TYK2
3421,CN(CC1CCC(N2CNC(=O)c3cnc4[nH]ccc4c32)CC1)CC(F)(F)F,pIC50,8.07,JAK3
3432,CN(CCC#N)C(=O)N1CCCC12CCN(c1ncnc3[nH]ccc13)C2,pIC50,6.14,JAK1
3435,CN(CCC#N)C1CCC(=CCn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.24,JAK1
3436,CN(CCC#N)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.15,JAK2
3437,CN(CCC#N)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.47,JAK1
3441,CN(CCC#N)CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.92,JAK1
3442,CN(CCC#N)CC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,6.44,TYK2
3444,CN(c1ncnc2[nH]ccc12)C1CC(NS(=O)(=O)N(C)CCC#N)C1,pIC50,6.39,JAK2
3451,CN(CCC1CCCCC1)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.17,JAK1
3452,CN(CCCC#N)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.85,JAK2
3455,CN(CCCC(N)=O)C1CCN(c2nc(-c3cc(Cl)ccc3OC(F)F)c(NC(=O)c3cnn4cccnc34)s2)CC1,pKi,8.65,JAK1
3458,CN(CCCc1ccccc1)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.79,JAK2
3460,CN(CCO)C1CCN(C(=O)Cn2cc(NC(=O)c3c(N)nn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.41,JAK2
3465,CN(CCO)c1nc(NC2CCCC2C#N)c2cc[nH]c(=O)c2n1,pKi,7.64,JAK2
3469,COCCN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1,pIC50,7.77,JAK2
3472,COCCN(C)C1CCN(C(=O)Cn2cc(NC(=O)c3c(N)nn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.17,JAK1
3479,CN(CCOc1ccc(Br)cc1)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.03,JAK1
3486,CN(CCOc1ccccc1)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.7,JAK2
3491,CN(CCOc1ccccc1Cl)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.96,JAK1
3494,CN(CCc1ccc(C(F)(F)F)cc1)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.71,JAK2
3496,CN(CCc1ccc(Cl)cc1)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.68,JAK2
3500,COc1ccc(CCN(C)C2CCN(C(=O)Cn3cc(NC(=O)c4cnn5cccnc45)c(-c4cc(Cl)ccc4OC(F)F)n3)CC2)cc1,pKi,8.59,JAK2
3508,CN(CCc1ccccn1)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.8,JAK2
3510,CN(CCn1cc(NC(=O)c2cnn3cccnc23)c(-c2cc(Cl)ccc2OC(F)F)n1)CC1CCC(=O)O1,pKi,9.08,JAK2
3520,CN(Cc1ccc2ccccc2c1)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.54,JAK2
3523,CN(Cc1cccc(Br)c1)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.57,JAK1
3526,CN(Cc1cccc(Oc2ccccc2)c1)C1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.67,JAK2
3536,CN(Cc1ccccc1Nc1cccn2nc(Nc3ccc(OCCN4CCCC4)cc3)nc12)S(C)(=O)=O,pIC50,6.84,JAK2
3538,CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O,pKi,6.5,TYK2
3543,CN(c1ncccc1CNc1cccn2nc(Nc3ccc(OCCN4CCCC4)cc3)nc12)S(C)(=O)=O,pIC50,7.39,JAK2
3546,CN(c1ncccc1CNc1cccn2nc(Nc3ccc(S(C)(=O)=O)cc3)nc12)S(C)(=O)=O,pIC50,7.76,JAK2
3553,CN(c1ncccc1Nc1cccn2nc(Nc3ccc(OCCN4CCCC4)cc3)nc12)S(C)(=O)=O,pIC50,6.57,JAK1
3562,COc1cc2ncnc(N(C)C3CCN(c4ncnc5[nH]ccc45)C3)c2cc1OC,pIC50,10.26,JAK1
3575,CN(c1ncnc2[nH]ccc12)C1CC(CS(=O)(=O)N2CCC(O)(C(F)(F)F)CC2)C1,pIC50,8.22,JAK1
3577,CN(c1ncnc2[nH]ccc12)C1CC(CS(=O)(=O)N2CCC(F)(F)CC2)C1,pIC50,6.43,JAK2
3579,CN(c1ncnc2[nH]ccc12)C1CC(CS(=O)(=O)N2CCC(F)(F)CC2)C1,pIC50,6.15,TYK2
3583,CN(c1ncnc2[nH]ccc12)C1CC(CS(=O)(=O)c2ccc(F)c(Cl)c2)C1,pIC50,7.07,JAK2
3585,CN(c1ncnc2[nH]ccc12)C1CC(CS(=O)(=O)c2ccc(F)c(Cl)c2)C1,pIC50,6.62,TYK2
3586,CN(c1ncnc2[nH]ccc12)C1CC(NS(=O)(=O)C2CC(F)(F)C2)C1,pIC50,6.75,JAK2
3603,CN(c1ncnc2[nH]ccc12)C1CC(NS(=O)(=O)CC2COC2)C1,pIC50,7.55,JAK1
3606,CN(c1ncnc2[nH]ccc12)C1CC(NS(=O)(=O)N2CC(C#N)C2)C1,pIC50,6.48,TYK2
3608,CN(c1ncnc2[nH]ccc12)C1CC(NS(=O)(=O)N2CC3CC3(C#N)C2)C1,pIC50,8.1,JAK1
3612,CN(c1ncnc2[nH]ccc12)C1CC(NS(=O)(=O)N2CCC(C#N)C2)C1,pIC50,6.47,TYK2
3615,CN(c1ncnc2[nH]ccc12)C1CC(NS(=O)(=O)N2CCC(c3cc[nH]n3)CC2)C1,pIC50,6.44,TYK2
3616,CN(c1ncnc2[nH]ccc12)C1CC(NS(=O)(=O)c2cc(C#N)ccn2)C1,pIC50,7.42,JAK2
3621,CN(c1ncnc2[nH]ccc12)C1CC2CNC(=O)CC2C1,pIC50,9.0,JAK1
3623,CN(c1ncnc2[nH]ccc12)C1CC2CCN(C(=O)CC#N)CC2C1,pIC50,6.95,JAK2
3625,CN(c1ncnc2[nH]ccc12)C1CC2CCN(C(=O)CO)CC2C1,pIC50,7.14,JAK2
3636,CN(c1ncnc2[nH]ccc12)C1CC2CN(C(=O)C(O)C(F)(F)F)CC2C1,pIC50,6.96,JAK3
3647,COC(=O)c1nsc(NC(=O)N2CC3CC(N(C)c4ncnc5[nH]ccc45)CC3C2)n1,pIC50,9.3,JAK1
3658,COc1nnc(NC(=O)N2CC3CC(N(C)c4ncnc5[nH]ccc45)CC3C2)s1,pIC50,8.4,JAK1
3661,CN(c1ncnc2[nH]ccc12)C1CC2CN(C(=O)Nc3nncs3)CC2C1,pIC50,6.72,JAK3
3664,CN(c1ncnc2[nH]ccc12)C1CC2CN(C(=O)OCC(F)(F)F)CC2C1,pIC50,7.0,JAK3
3667,CN(c1ncnc2[nH]ccc12)C1CC2CN(C(=O)OO)CC2C1,pIC50,7.96,JAK3
3668,CN(c1ncnc2[nH]ccc12)C1CC2CN(CC#N)CC2C1,pIC50,8.4,JAK2
3675,CN(c1ncnc2[nH]ccc12)C1CC2CN(CC(F)(F)F)CC2C1,pIC50,7.12,JAK3
3685,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CC(O)C(C#N)C2)CC1,pIC50,7.73,JAK2
3687,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CC(O)C(C#N)C2)CC1,pIC50,8.27,JAK3
3692,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CC(O)C(c3ccccc3)C2)CC1,pIC50,8.28,JAK1
3697,COC(=O)NC1CN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)C1,pIC50,7.49,JAK2
3698,COC(=O)NC1CN(S(=O)(=O)CC2CCC(N(C)c3ncnc4[nH]ccc34)CC2)C1,pIC50,7.96,JAK1
3702,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CC(O)C2)CC1,pIC50,7.97,JAK3
3706,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CC(S(=O)(=O)c3ccccc3)C2)CC1,pIC50,8.04,JAK2
3710,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CC(c3nnn[nH]3)C2)CC1,pIC50,8.81,JAK1
3718,CN(c1ncnc2[nH]ccc12)C1CCC(CS(=O)(=O)N2CCC(O)C(O)C2)CC1,pIC50,7.93,JAK2
